label_id,label_name,precision,recall,f1,support
0,negative,0.9730428022681544,0.9537865035074744,0.9633184313281647,44619
1,positive,0.9565266645897647,0.9425126974381872,0.9494679729558776,35834
2,neutral,0.8723404255319149,0.9265536723163842,0.8986301369863013,22656
