epoch,learning_rate,train_loss,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,valid_loss,valid_accuracy,valid_macro_precision,valid_macro_recall,valid_macro_f1
1.0,9.500000000003231e-06,0.21830924357559423,0.9158160748155376,0.9062682129698407,0.915037865326076,0.9098927742020745,0.162397322441375,0.9382589129844435,0.9291138179838879,0.9338267825032678,0.9312600985453369
2.0,9.000000000006487e-06,0.15392953233607595,0.9401198236042717,0.929923367398938,0.9382762482376666,0.9335274083913788,0.1487586907765114,0.942312914613803,0.9319874918432941,0.9412108698278724,0.9359397746435203
3.0,8.500000000009964e-06,0.1368752345366368,0.946008958096316,0.9362806191685858,0.9437419754421207,0.9395774182895504,0.14517755442236552,0.9441944369011134,0.93511911193645,0.9403307942838945,0.9374926873516611
4.0,8.000000000013674e-06,0.12261631940041116,0.9513490697393955,0.9423630486286098,0.9487459709448869,0.9452530272733092,0.14865803753693702,0.9448248438530473,0.9360283587410173,0.9407476390385221,0.9381360852113051
5.0,7.500000000016199e-06,0.10933980984994916,0.956372080627927,0.9481874232514161,0.9534455643376055,0.9506198107482137,0.15117284807170886,0.9446987624626605,0.9367632408288941,0.938266918022193,0.9375029301279835
6.0,7.000000000014888e-06,0.0970274719189682,0.9612255775492666,0.9538890579410428,0.9583542436793205,0.9559877433928737,0.15726460650951485,0.9459013849555805,0.9363385576866796,0.9429726954601098,0.9393848978858049
7.0,6.500000000013325e-06,0.08601417970979934,0.9653795130985382,0.9588714750000608,0.9624663389762794,0.9605863656790614,0.16710942565109904,0.9446987624626605,0.9356037190535763,0.9408789377462909,0.9380589182565205
8.0,6.000000000011674e-06,0.07639087125169804,0.9692171912463324,0.9634602679836375,0.9664790428709044,0.9649135635584157,0.1768108104210042,0.9446114753462389,0.9364797012255254,0.9389552574246728,0.9376656592817666
